ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,HS_SC_NM,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,LCTN_SC_NM,ORG_RDNMA,ORG_TELNO,HMPG_ADRES,FOND_SC_NM,COEDU_SC_NM,FOND_YMD
J10,경기도교육청,7530791,조종고등학교,Jojong High School,고등학교,일반고,전문계,,전기,경기도,경기도 가평군 조종면 연등윗길 22,031-585-0383,https://jojong-h.goegp.kr,공립,남여공학,19730105
J10,경기도교육청,7530122,주엽고등학교,JUYEOP HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 일산서구 킨텍스로 341,031-910-3700,jygo-h.goegy.kr,공립,남여공학,19940910
J10,경기도교육청,7530841,죽산고등학교,Juksan High School,고등학교,일반고,전문계,,전기,경기도,경기도 안성시 죽산면 죽산향교길 54-40,031-676-6169,https://juksan-mh.goean.kr,공립,남여공학,19540707
J10,경기도교육청,7530525,죽전고등학교,Jukjeon High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 수지구 용구대로2771번길 23,031-8006-0302,jukjeon-h.goeyi.kr,공립,남여공학,20010105
J10,경기도교육청,7530123,중산고등학교,Jungsan High School,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 일산동구 중산로 290,031-910-6500,ijungsan-h.goegy.kr,공립,남여공학,19960113
J10,경기도교육청,7531533,중앙기독고등학교,CENTRAL CHRISTIAN ACADEMY HIGH SCHOOL,고등학교,특성화고,일반계,,전기,경기도,경기도 수원시 영통구 월드컵로 70,070-7018-1382,http://,사립,남여공학,20250301
J10,경기도교육청,7530124,중원고등학교,Jungwon High School,고등학교,일반고,일반계,,전기,경기도,경기도 부천시 도약로 111,032-320-5994,https://jungwon-h.goebc.kr/jungwon-h/main.do,공립,남여공학,19960113
J10,경기도교육청,7530125,중흥고등학교,Jungheung High School,고등학교,일반고,일반계,,전기,경기도,경기도 부천시 계남로 171,032-722-3200,https://jh-h.goebc.kr/jh-h/main.do,공립,남여공학,19940228
J10,경기도교육청,7531248,지산고등학교,Jisan High School,고등학교,일반고,일반계,,전후기,경기도,경기도 파주시 가람로21번길 27-37,031-930-4600,http://pajujisan-h.goepj.kr,공립,남여공학,20160301
J10,경기도교육청,7530648,지평고등학교,Jipyeong High School,고등학교,일반고,전문계,,전기,경기도,경기도 양평군 지평면 지평로 418,031-773-7842,https://jp-h.goeyp.kr,공립,남여공학,19550418
J10,경기도교육청,7530526,진건고등학교,Jingeon High School,고등학교,일반고,일반계,,전기,경기도,경기도 남양주시 진건읍 진건오남로 369-1,031-570-3000,jingeon-h.goegn.kr,공립,남여공학,20010105
J10,경기도교육청,7531606,진덕고등학교,진덕고등학교,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 처인구 고림로186번길 93,031-526-6598,http://www.goeyi.kr/jindeok-h/main.do,공립,남여공학,20260301
J10,경기도교육청,7530207,진성고등학교,Jinsung High School,고등학교,일반고,일반계,,전기,경기도,경기도 광명시 철망산로 84,02-803-2490,https://jinsung-h.goegm.kr,사립,남여공학,19941014
J10,경기도교육청,7530595,진위고등학교,Jinwee High School,고등학교,일반고,전문계,,전기,경기도,경기도 평택시 진위면 진위서로 47,031-646-0200,http://jinwee-h.goept.kr,사립,남여공학,19740105
J10,경기도교육청,7530932,진접고등학교,JinJeop High School,고등학교,일반고,일반계,,전기,경기도,경기도 남양주시 진접읍 해밀예당2로 13,031-570-0105,http://jinjeop-h.goegn.kr,공립,남여공학,20100301
J10,경기도교육청,7531407,창의경영고등학교,ChangEui Management High school,고등학교,특성화고,전문계,,전기,경기도,경기도 광명시 기아로13번안길 9-9,02-898-3395,https://www.goegm.kr/cem-h/main.do,공립,남여공학,19791121
J10,경기도교육청,7531292,창의고등학교,creativity high school,고등학교,일반고,일반계,,전기,경기도,경기도 화성시 동탄신리천로1길 66,031-323-9252,https://creativity-h.goehs.kr,공립,남여공학,20170302
J10,경기도교육청,7530208,창현고등학교,Chang-Hyun High School,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 팔달구 월드컵로 216-1,031-548-5000~1,https://changhyun-h.goesw.kr,사립,남여공학,19851227
J10,경기도교육청,7531389,처인고등학교,Cheoin High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 처인구 남사읍 한숲로 32,031-724-2100,https://cheoin-h.goeyi.kr/,공립,남여공학,20210301
J10,경기도교육청,7530612,천천고등학교,Cheoncheon High School,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 장안구 정자로42번길 31,031-249-6705,cheoncheon-h.goesw.kr,공립,남여공학,20040301
J10,경기도교육청,7530992,청담고등학교,Cheongdam High School,고등학교,특성화고,전문계,,전기,경기도,경기도 평택시 팽성읍 팽성송화로 192,031-691-8095,https://cheongdam-h.goept.kr/,사립,남여공학,19751201
J10,경기도교육청,7530884,청덕고등학교,CHEONGDEOK HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 기흥구 구성1로 21,031-546-2500,https://cheongdeok-h.goeyi.kr,공립,남여공학,20090301
J10,경기도교육청,7530126,청명고등학교,Cheongmyeong High School,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 영통구 영통로 466,031-201-9600,https://cm-h.goesw.kr/,공립,남여공학,19980115
J10,경기도교육청,7531164,청북고등학교,Cheongbuk High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 청북읍 안청로4길 55,031-647-5119,http://cheongbuk-h.goept.kr,공립,남여공학,20150130
J10,경기도교육청,7530776,청심국제고등학교,CheongShim International Academy,고등학교,특목고,일반계,국제계열,전기,경기도,경기도 가평군 설악면 미사리로 324-213,031-589-8900,http://www.csia.hs.kr,사립,남여공학,20060301
J10,경기도교육청,7530127,청운고등학교,Cheong-un High School,고등학교,일반고,일반계,,전기,경기도,경기도 양평군 청운면 청운로 28,031-771-7931,https://cheongun-h.goeyp.kr,공립,남여공학,19680318
J10,경기도교육청,7530944,청평고등학교,cheong pyeong high school,고등학교,일반고,전문계,,전기,경기도,경기도 가평군 청평면 강변나루로40번길 23,031-589-5511,cheongpyeong-h.goegp.kr,공립,남여공학,19540707
J10,경기도교육청,7530550,청학고등학교,Cheonghak High School,고등학교,자율고,일반계,,전기,경기도,경기도 남양주시 별내면 청학로68번길 47,031-821-3235,http://cheonghak-h.goegn.kr,공립,남여공학,20000108
J10,경기도교육청,7530883,초당고등학교,Chodang High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 기흥구 동백중앙로 21,031-547-9100,http://chodang-h.goeyi.kr,공립,남여공학,20090301
J10,경기도교육청,7531136,초월고등학교,Chowol High School,고등학교,일반고,일반계,,전기,경기도,경기도 광주시 초월읍 무들로 3-25,031-737-9900,https://chowol-h.goegh.kr,공립,남여공학,20140113
J10,경기도교육청,7530478,초지고등학교,Choji High School,고등학교,일반고,일반계,,전기,경기도,경기도 안산시 단원구 광덕1로 13,031-412-8492,choji-h.goeas.kr,공립,남여공학,20000306
J10,경기도교육청,7530128,충현고등학교,Chung Hyun High School,고등학교,일반고,일반계,,전기,경기도,경기도 광명시 오리로348번길 62,02-6922-6100,https://chunghyun-h.goegm.kr/chunghyun-h/main.do,공립,남여공학,19970114
J10,경기도교육청,7530626,충훈고등학교,Chunghun High School,고등학교,일반고,일반계,,전기,경기도,경기도 안양시 만안구 석수로 238,031-472-5382,chunghun-h.goeay.kr,공립,남여공학,20040301
J10,경기도교육청,7531467,치동고등학교,CHI-DONG HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 화성시 동탄구 동탄순환대로 881-15,031-690-8400,https://chidong-h.goehs.kr,공립,남여공학,20240301
J10,경기도교육청,7530600,태광고등학교,Taekwang High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 탄현1로 155(신장동 263),031-646-5112,https://www.goept.kr/taekwang-h/main.do,사립,남여공학,19620106
J10,경기도교육청,7530209,태성고등학교,Taesung High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 처인구 백옥대로 1059-2,031-335-9181~7,taesung-h.goeyi.kr,사립,남,19521030
J10,경기도교육청,7530210,태원고등학교,Taewon High School,고등학교,일반고,일반계,,전기,경기도,경기도 성남시 분당구 성남대로 822,031-704-6601,https://taewon-h.goesn.kr,사립,남여공학,19861205
J10,경기도교육청,7530129,태장고등학교,Taejang High School,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 영통구 영통로 250,031-201-4114,https://taejang-h.goesw.kr,공립,남여공학,19980115
J10,경기도교육청,7531289,태전고등학교,TAEJEON HIGH SCHOOL 2018,고등학교,일반고,일반계,,전기,경기도,경기도 광주시 태전동로 38,031-5182-0700,https://taejeon-h.goegh.kr,공립,남여공학,20180301
J10,경기도교육청,7530527,토평고등학교,TOPYEONG HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 구리시 장자대로111번길 41,031-560-6000,https://topyeong-h.goegn.kr,공립,남여공학,20010605
J10,경기도교육청,7530661,통진고등학교,Tong Jin High School,고등학교,일반고,전문계,,전기,경기도,경기도 김포시 통진읍 김포대로 2165,031-987-0127,https://tongjin-h.gpoe.kr,사립,남여공학,19490905
J10,경기도교육청,7530130,퇴계원고등학교,TOEGYEWON HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 남양주시 퇴계원읍 퇴계원로 ,031-570-1503,http://toegyewon-h.goegn.kr,공립,남여공학,19740105
J10,경기도교육청,7530604,파주고등학교,PAJU HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 파주시 문산읍 독산로31번길 39,031-952-2648,https://paju-coh-h.goepj.kr,사립,남여공학,19801126
J10,경기도교육청,7531045,판곡고등학교,Pangok high school,고등학교,일반고,일반계,,전기,경기도,경기도 남양주시 늘을1로 127,031-594-7161,http://pangok-h.goegn.kr,공립,남여공학,20120102
J10,경기도교육청,7531255,판교고등학교,Pangyo High School,고등학교,일반고,일반계,,전기,경기도,경기도 성남시 분당구 동판교로 257,031-8017-0841,pangyo-h.goesn.kr,공립,남여공학,20110301
J10,경기도교육청,7530771,평내고등학교,Pyeong-Nae Highschool,고등학교,일반고,일반계,,전기,경기도,경기도 남양주시 평내로 57,031-559-5685,http://pyeongnae-h.goegn.kr,공립,남여공학,20060301
J10,경기도교육청,7531049,평촌경영고등학교,Pyeongchon Management High School,고등학교,특성화고,전문계,,전기,경기도,경기도 안양시 동안구 학의로 186,031-387-0271,https://pcm-h.goeay.kr,공립,남여공학,19940228
J10,경기도교육청,7530131,평촌고등학교,Pyeongchon High School,고등학교,일반고,일반계,,전기,경기도,경기도 안양시 동안구 동안로 80,031-383-4824,pyeongchon-h.goeay.kr,공립,남여공학,19920413
J10,경기도교육청,7531424,평촌과학기술고등학교,Pyongchon High School Of Science And Technology,고등학교,특성화고,전문계,,전기,경기도,경기도 안양시 동안구 갈산로 16,031-390-4800,https://pcst-h.goeay.kr,공립,남여공학,19941101
J10,경기도교육청,7530132,평택고등학교,Pyeongtaek High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 평택2로 101,031-650-9800,pyeongtaek-h.goept.kr/,공립,남,19520709
J10,경기도교육청,7531408,평택마이스터고등학교,Pyeongtaek Meister Highschool,고등학교,특목고,전문계,산업수요 맞춤형 고등학교,전기,경기도,경기도 평택시 중앙1로 61,031-659-1213,https://ptmt-h.goept.kr/ptmt-h/main.do,공립,남여공학,19520709
J10,경기도교육청,7530578,평택여자고등학교,Pyeongtaek Girls High School,고등학교,일반고,전문계,,전기,경기도,경기도 평택시 영신로 220,031-690-0690,https://pyeongtaek-gh-h.goept.kr,공립,여,19540905
J10,경기도교육청,7530881,포곡고등학교,Pogok High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 처인구 포곡읍 포곡로210번길 26,031-329-3700,http://pogok-h.goeyi.kr,공립,남여공학,20090301
J10,경기도교육청,7530133,포천고등학교,Pocheon High School,고등학교,일반고,일반계,,전기,경기도,경기도 포천시 원모루로 40,031-535-1601,http://pocheon-h.goepc.kr,공립,남여공학,19710109
J10,경기도교육청,7530789,포천일고등학교,Pocheon Il High School,고등학교,일반고,전문계,,전기,경기도,경기도 포천시 군내면 청군로 3426,031-535-0692,https://pocheonil-h.goepc.kr,공립,남여공학,19530427
J10,경기도교육청,7530482,풍덕고등학교,Pungduck High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 수지구 정평로13번길 5,031-218-0500,https://pungduck-h.goeyi.kr,공립,남여공학,20000301
J10,경기도교육청,7530856,풍동고등학교,PUNGDONG HIGHSCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 일산동구 숲속마을로 119,031-926-6200,https://pungdong-h.goegy.kr/,공립,남여공학,20080301
J10,경기도교육청,7530621,풍무고등학교,Pung-Mu High School,고등학교,일반고,일반계,,전기,경기도,경기도 김포시 풍무로93번길 53,031-996-4382,https://pungmu-h.gpoe.kr,공립,남여공학,20050301
J10,경기도교육청,7531012,풍산고등학교,Poongsan High School,고등학교,일반고,일반계,,후기,경기도,경기도 하남시 덕풍서로 11,031-790-0900,https://poongsan-h.goegh.kr/poongsan-h/main.do,공립,남여공학,20120107
J10,경기도교육청,7530213,풍생고등학교,Pungsaeng High School,고등학교,일반고,일반계,,전기,경기도,경기도 성남시 수정구 산성대로 111,031-7508-402,https://ps.hs.kr,사립,남여공학,19740105
J10,경기도교육청,7531241,하길고등학교,Hagil High School,고등학교,일반고,일반계,,후기,경기도,경기도 화성시 향남읍 상신하길로274번길 22,031-8055-3900,https://hagil-h.goehs.kr/,공립,남여공학,20160301
J10,경기도교육청,7531144,하남경영고등학교,Hanam Management High School,고등학교,특성화고,전문계,,전기,경기도,경기도 하남시 대청로116번길 11,031-795-6303,https://hanambiz-h.goegh.kr,공립,남여공학,19941111
J10,경기도교육청,7530214,하남고등학교,Hanam High School,고등학교,일반고,일반계,,전기,경기도,경기도 하남시 미사강변남로 39,031-792-3083,hanam-h.goegh.kr,사립,남여공학,19720930
J10,경기도교육청,7530651,하성고등학교,Haseong High School,고등학교,일반고,전문계,,전기,경기도,경기도 김포시 하성면 애기봉로806번길 30,031-988-7261,https://haseong-h.gpoe.kr,공립,남여공학,19741129
J10,경기도교육청,7530775,한겨레고등학교,Hangyeore High School,고등학교,특성화고,일반계,,전기,경기도,경기도 안성시 죽산면 칠장로 107-9,031-674-0150,https://han-mh.goean.kr/,사립,남여공학,20060301
J10,경기도교육청,7530215,한광고등학교,Hankwang High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 중앙1로 115,031-651-3112,https://hk-h.goept.kr,사립,남,19630105
J10,경기도교육청,7530216,한광여자고등학교,Hankwang Girls' High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 중앙1로 115,031-651-3122,http://hkg-h.goept.kr/,사립,여,19680109
J10,경기도교육청,7530488,한국관광고등학교,Korea Tourism Senior High School,고등학교,특성화고,전문계,,전기,경기도,경기도 평택시 고덕면 고덕북로 185,031-662-5111,https://tourism-h.goept.kr,사립,남여공학,19991015
J10,경기도교육청,7530559,한국도예고등학교,Korea Ceramic Art High School,고등학교,특성화고,전문계,,전기,경기도,경기도 이천시 신둔면 둔터로 61,031-638-6841,doyego.goeic.kr,공립,남여공학,20020114
J10,경기도교육청,7530560,한국디지털미디어고등학교,Korea Digital Media High School,고등학교,특성화고,전문계,,전기,경기도,경기도 안산시 단원구 사세충열로 94,031-363-7800,www.dimigo.hs.kr,사립,남여공학,20020305
J10,경기도교육청,7531615,한국모빌리티고등학교,한국모빌리티고등학교,고등학교,특성화고,전문계,,전기,경기도,경기도 의정부시 가능로 57,031-820-9600,https://km-h.goeujb.kr,공립,남여공학,19430510
J10,경기도교육청,7530912,한국문화영상고등학교,KOREA CULTURE&MEDIA HIGH SCHOOL,고등학교,특성화고,전문계,,전기,경기도,경기도 동두천시 평화로2452번길 32,031-860-7300,https://kcm-h.goedy.kr,사립,남여공학,19691117
J10,경기도교육청,7530495,한국애니메이션고등학교,Korea Animation High School,고등학교,특성화고,전문계,,전기,경기도,경기도 하남시 검단산로 223,031-790-9031,https://anigo-h.goegh.kr,공립,남여공학,20000308
J10,경기도교육청,7531060,한국외식과학고등학교,Korea Food Service Science High School,고등학교,특성화고,전문계,,전기,경기도,경기도 양주시 남면 개나리18길 1,031-863-6126,https://kfs-h.goedy.kr/kfs-h/main.do,사립,남여공학,19610331
J10,경기도교육청,7530539,한국조리과학고등학교,Korea Culinary Arts Science High School,고등학교,특성화고,전문계,,전기,경기도,경기도 시흥시 금오로 640,02-2610-4600,https://kcas-h.goesh.kr/kcas-h/main.do,사립,남여공학,19981027
J10,경기도교육청,7531134,한민고등학교,Hanmin High School,고등학교,일반고,일반계,,전후기,경기도,경기도 파주시 광탄면 혜음로 765,031-937-6600,http://www.hanmin.hs.kr,사립,남여공학,20131015
J10,경기도교육청,7531240,한백고등학교,한백고등학교(Hanbaek High School),고등학교,일반고,일반계,,전후기,경기도,경기도 화성시 동탄구 동탄순환대로26길 21,031-8055-5312,https://hanbaek-h.goehs.kr/hanbaek-h/main.do,공립,남여공학,20160104
J10,경기도교육청,7531327,한봄고등학교,Hanbom High School,고등학교,특성화고,전문계,,전기,경기도,경기도 수원시 권선구 호매실로 46-93,031-293-3090,https://hanbom-h.goesw.kr,사립,남여공학,19950220
J10,경기도교육청,7531137,한빛고등학교,HANBIT HIGH SCHOOL,고등학교,일반고,일반계,,전후기,경기도,경기도 파주시 한빛로 36,031-946-7012,http://hanbit-h.goepj.kr,공립,남여공학,20140301
J10,경기도교육청,7531463,한빛누리고등학교,HANBITNURI HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 동두천시 동광로 124,031-863-8337,hbnuri-h.goedy.kr,사립,남여공학,19670329
J10,경기도교육청,7530136,한솔고등학교,Hansol High School,고등학교,일반고,일반계,,전기,경기도,경기도 성남시 분당구 내정로 70,031-714-4381,www.hansol.hs.kr,공립,남여공학,19941101
J10,경기도교육청,7530134,함현고등학교,HamHyun High School,고등학교,자율고,일반계,,전기,경기도,경기도 시흥시 역전로 463,031-430-8226,https://hamhyun-h.goesh.kr,공립,남여공학,19980301
J10,경기도교육청,7530135,행신고등학교,Haengsin High School,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 덕양구 소만로 36,031-974-6292,https://haengshin-h.goegy.kr/haengshin-h/main.do,공립,남여공학,19950310
J10,경기도교육청,7530879,향남고등학교,Hyangnam High School,고등학교,일반고,일반계,,전기,경기도,경기도 화성시 향남읍 행정동로 49,031-8059-9256,https://hyangnam-h.goehs.kr,공립,남여공학,20090301
J10,경기도교육청,7531395,향동고등학교,hyangdonghighschool,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 덕양구 향기3로 6,02-2280-5400,hyangdong-h.goegy.kr,공립,남여공학,20210301
J10,경기도교육청,7531010,향일고등학교,Hyangil High School,고등학교,일반고,일반계,,후기,경기도,경기도 화성시 향남읍 행정중앙2로 28 향일고등학교,031-8077-8600,https://hyangil-h.goehs.kr,공립,남여공학,20120301
J10,경기도교육청,7530769,현암고등학교,Hyun-Am High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 수지구 디지털벨리로 17,031-896-5035,https://hyunam-h.goeyi.kr,공립,남여공학,20060301
J10,경기도교육청,7530819,현화고등학교,Hyeonhwa High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 안중읍 안현로서8길 65,031-612-5603,hyeonhwa-h.goept.kr,공립,남여공학,20070301
J10,경기도교육청,7531041,호매실고등학교,Homaesil High school,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 권선구 칠보로 142-1,031-547-6900,https://homaesil-h.goesw.kr,공립,남여공학,20111123
J10,경기도교육청,7531601,호연고등학교,호연고등학교,고등학교,일반고,일반계,,전기,경기도,경기도 화성시 동탄구 동탄대로1길 56,031-831-2500,https://hoyeon-h.goehs.kr/,공립,남여공학,20260301
J10,경기도교육청,7530483,호원고등학교,Howon High School,고등학교,일반고,일반계,,전기,경기도,경기도 의정부시 망월로 56,031-822-2100,https://howon-h.goeujb.kr,공립,남여공학,20000108
J10,경기도교육청,7530772,호평고등학교,Hopyeong High School,고등학교,일반고,일반계,,전기,경기도,경기도 남양주시 호평로 109,031-590-1723,http://hopyeong-h.goegn.kr,공립,남여공학,20060301
J10,경기도교육청,7531117,홍익디자인고등학교,HONGIK DESIGN HIGH SCHOOL,고등학교,특성화고,전문계,,전기,경기도,경기도 화성시 효행로 387,031-8055-3012,https://hongik-h.goehs.kr,사립,남여공학,19721226
J10,경기도교육청,7531529,화담고등학교,화담고등학교,고등학교,일반고,일반계,,전기,경기도,경기도 화성시 효행구 봉담읍 상리1길 128,031-8067-6171,https://hwadam-h.goehs.kr,공립,남여공학,20250301
J10,경기도교육청,7530584,화성고등학교,Hwasung High School,고등학교,일반고,일반계,,전기,경기도,경기도 화성시 향남읍 장짐길 4,031-352-7813,https://hwasung-h.goehs.kr/,사립,남여공학,19790305
J10,경기도교육청,7531162,화성반월고등학교,Hwaseong Banwol High School ,고등학교,일반고,일반계,,후기,경기도,경기도 화성시 효행로 1281-66,031-8019-2520,https://hsbanwol-h.goehs.kr/,공립,남여공학,20150301
J10,경기도교육청,7530137,화수고등학교,Hwasu High School,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 덕양구 화수로 51,031-960-4500,https://hwasu-h.goegy.kr,공립,남여공학,19960113
J10,경기도교육청,7530138,화정고등학교,Hwajung High School,고등학교,일반고,일반계,,전기,경기도,경기도 고양시 덕양구 화정로 17,031-930-0627,hwajung-h.goegy.kr,공립,남여공학,19970301
J10,경기도교육청,7530479,화홍고등학교,Hwahong High School,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 권선구 세권로 331,031-220-3308,hwahong-h.goesw.kr,공립,남여공학,19990301
J10,경기도교육청,7530601,효명고등학교,Hyomyeong High School,고등학교,일반고,일반계,,전기,경기도,경기도 평택시 송탄로 51,031-664-1022,https://hmh-h.goept.kr/,사립,남여공학,19570521
J10,경기도교육청,7530219,효성고등학교,Hyosung High School,고등학교,일반고,일반계,,전기,경기도,경기도 성남시 수정구 심곡로 16,031-723-6240,https://hyosung-h.goesn.kr,사립,남여공학,19530421
J10,경기도교육청,7530620,효양고등학교,Hyoyang High School,고등학교,일반고,일반계,,전기,경기도,경기도 이천시 부발읍 효양로 214,031-645-7015,https://hyoyang.goeic.kr,공립,남여공학,20040301
J10,경기도교육청,7530139,효원고등학교,Hyowon High School,고등학교,일반고,일반계,,전기,경기도,경기도 수원시 영통구 동수원로 336,031-228-1516,https://hyowon-h.goesw.kr/,공립,남여공학,19870116
J10,경기도교육청,7530773,효자고등학교,HYOJA HIGH SCHOOL,고등학교,일반고,일반계,,전기,경기도,경기도 의정부시 부용로 165,031-853-0057, https://hyoja-h.goeujb.kr,공립,남여공학,20060301
J10,경기도교육청,7530924,흥덕고등학교,Heung Deok High School,고등학교,일반고,일반계,,전기,경기도,경기도 용인시 기흥구 흥덕2로 36,031-218-0200,hd-h.goeyi.kr,공립,남여공학,20100301
J10,경기도교육청,7530140,흥진고등학교,Heungjin High School,고등학교,일반고,일반계,,전기,경기도,경기도 군포시 오금로 15-17,031-390-4109,https://heungjingo.goegu.kr,공립,남여공학,19920110
K10,강원특별자치도교육청,7801089,가곡고등학교,Gagok High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 삼척시 가곡면 가곡천로 1427,033-570-6940,http://gagog.gwe.hs.kr,공립,남여공학,19861101
K10,강원특별자치도교육청,7801090,간동고등학교,Gandong High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 화천군 간동면 파로호로 945-21,033-440-1905,http://gandong.gwe.hs.kr,공립,남여공학,19821130
K10,강원특별자치도교육청,7801091,갑천고등학교,Gabcheon High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 횡성군 갑천면 갑천로 17,033-342-9143,http://kach.gwe.hs.kr,공립,남여공학,19661220
K10,강원특별자치도교육청,7801092,강릉고등학교,Gangneung High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 강릉시 강릉대로587번길 68,033-650-5134,http://ganggo.gwe.hs.kr,공립,남,19620307
K10,강원특별자치도교육청,7801093,강릉명륜고등학교,Gangnung Myeongryun High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 강릉시 율곡로 2920-8,033-644-4011,http://grmr.gwe.hs.kr/,사립,남,19631214
K10,강원특별자치도교육청,7801094,강릉문성고등학교,Gangneung Munseong High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 강릉시 지변길 158,033-650-9555,http://kms.gwe.hs.kr/,사립,남여공학,19860408
K10,강원특별자치도교육청,7801095,강릉여자고등학교,Gangneung Girls High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 강릉시 용지로 107,033-650-9900,http://gn-girl.gwe.hs.kr,공립,여,19400320
K10,강원특별자치도교육청,7801096,강릉정보공업고등학교,Gangneung Information Technical High School,고등학교,특성화고,전문계,,전기,강원특별자치도,강원특별자치도 강릉시 주문진읍 학교길 26,033-660-5511,http://git.gwe.hs.kr/,공립,남여공학,19691122
K10,강원특별자치도교육청,7801097,강릉제일고등학교,Gangneung Jeil High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 강릉시 화부산로8번길 37,033-650-0100,gnilgo.gwe.hs.kr,공립,남,19380319
K10,강원특별자치도교육청,7801099,강릉중앙고등학교,Gangneung Jungang High School,고등학교,특성화고,전문계,,전기,강원특별자치도,강원특별자치도 강릉시 강변로 422,033-610-6600,http://gja.gwe.hs.kr,공립,남,19280701
K10,강원특별자치도교육청,7801100,강원고등학교,Kangwon High School,고등학교,일반고,일반계,,전기,강원특별자치도,강원특별자치도 춘천시 동면 장학길 24,033-258-4600,www.kanggo.net,사립,남,19590410
K10,강원특별자치도교육청,7801101,강원과학고등학교,Gangwon Science High School,고등학교,특목고,일반계,과학계열,전기,강원특별자치도,강원특별자치도 원주시 치악로 2242,033-740-9700,http://kangwon-sh.gwe.hs.kr/,공립,남여공학,19920919
K10,강원특별자치도교육청,7004207,강원대학교사범대학부설고등학교,Kangwon National University High School,고등학교,일반고,일반계,,후기,강원특별자치도,강원특별자치도 춘천시 서부대성로 257,033-254-1994,http://sdhs.gwe.hs.kr/,국립,남여공학,19660922
K10,강원특별자치도교육청,7801102,강원생명과학고등학교,Gangwon Biological Science High School,고등학교,특성화고,전문계,,전기,강원특별자치도,강원특별자치도 춘천시 영서로 2872,033-258-5888,http://gangwonbios.gwe.hs.kr,공립,남여공학,19100429
K10,강원특별자치도교육청,7801103,강원생활과학고등학교,Gangwon Practical Science High School,고등학교,특성화고,전문계,,전기,강원특별자치도,강원특별자치도 홍천군 남면 새작들길 11,033-439-3646,https://gangwonps.gwe.hs.kr,공립,남여공학,19740105
K10,강원특별자치도교육청,7801104,강원애니고등학교,Gangwon Animation High School,고등학교,특성화고,전문계,,전기,강원특별자치도,강원특별자치도 춘천시 서면 박사로 1025,033-248-5500,http://anischool.gwe.hs.kr,공립,남여공학,20100301
K10,강원특별자치도교육청,7801105,강원예술고등학교,Gangwon Arts High School,고등학교,특목고,일반계,예술계열,전기,강원특별자치도,강원특별자치도 강릉시 구정면 칠봉로 670-34,033-650-2700,http://gwarts.gwe.hs.kr,공립,남여공학,20010301
K10,강원특별자치도교육청,7801106,강원외국어고등학교,Gangwon Foreign Language High School,고등학교,일반고,일반계,,후기,강원특별자치도,강원특별자치도 양구군 양구읍 금강산로 437-12,033-481-0500,http://gf.gwe.hs.kr/,사립,남여공학,20100301
