jobCd,jobNm,jobLrclNm,holland_top3,major
K000000883,학습지·교육교구 방문강사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,사범대
K000000911,예능 강사,교육·법률·사회복지·경찰·소방직 및 군인,SAC,교육학
K000000911,예능 강사,교육·법률·사회복지·경찰·소방직 및 군인,SAC,사범대
K000000947,문리학원 강사,교육·법률·사회복지·경찰·소방직 및 군인,SIC,교육학
K000000947,문리학원 강사,교육·법률·사회복지·경찰·소방직 및 군인,SIC,사범대
K000000967,기술·기능계강사,교육·법률·사회복지·경찰·소방직 및 군인,SCI,기계공학
K000000967,기술·기능계강사,교육·법률·사회복지·경찰·소방직 및 군인,SCI,간호학
K000000967,기술·기능계강사,교육·법률·사회복지·경찰·소방직 및 군인,SCI,교육학
K000000967,기술·기능계강사,교육·법률·사회복지·경찰·소방직 및 군인,SCI,관광학
K000007539,컴퓨터강사,교육·법률·사회복지·경찰·소방직 및 군인,CSE,컴퓨터공학
K000007539,컴퓨터강사,교육·법률·사회복지·경찰·소방직 및 군인,CSE,전자공학
K000007539,컴퓨터강사,교육·법률·사회복지·경찰·소방직 및 군인,CSE,교육학
K000007539,컴퓨터강사,교육·법률·사회복지·경찰·소방직 및 군인,CSE,사범대
K000001149,교재·교구 및 이러닝전문가,교육·법률·사회복지·경찰·소방직 및 군인,SAC,컴퓨터공학
K000001149,교재·교구 및 이러닝전문가,교육·법률·사회복지·경찰·소방직 및 군인,SAC,수학
K000001149,교재·교구 및 이러닝전문가,교육·법률·사회복지·경찰·소방직 및 군인,SAC,심리학
K000001149,교재·교구 및 이러닝전문가,교육·법률·사회복지·경찰·소방직 및 군인,SAC,영어영문학
K000001149,교재·교구 및 이러닝전문가,교육·법률·사회복지·경찰·소방직 및 군인,SAC,교육학
K000001149,교재·교구 및 이러닝전문가,교육·법률·사회복지·경찰·소방직 및 군인,SAC,신문방송학
K000001221,법무사 및 집행관,교육·법률·사회복지·경찰·소방직 및 군인,ECS,법학
K000001221,법무사 및 집행관,교육·법률·사회복지·경찰·소방직 및 군인,ECS,행정학
K000001221,법무사 및 집행관,교육·법률·사회복지·경찰·소방직 및 군인,ECS,교육학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,전자공학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,기계공학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,화학공학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,건축학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,물리학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,생물학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,약학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,행정학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,교육학
K000007470,변리사,교육·법률·사회복지·경찰·소방직 및 군인,ICE,미술학
K000007482,변호사,교육·법률·사회복지·경찰·소방직 및 군인,ECS,법학
K000007482,변호사,교육·법률·사회복지·경찰·소방직 및 군인,ECS,행정학
K000007482,변호사,교육·법률·사회복지·경찰·소방직 및 군인,ECS,영어영문학
K000007527,판사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,법학
K000007573,검사,교육·법률·사회복지·경찰·소방직 및 군인,SEC,법학
K000001180,법률 관련 사무원,교육·법률·사회복지·경찰·소방직 및 군인,CES,법학
K000001180,법률 관련 사무원,교육·법률·사회복지·경찰·소방직 및 군인,CES,행정학
K000001180,법률 관련 사무원,교육·법률·사회복지·경찰·소방직 및 군인,CES,국어국문학
K000001180,법률 관련 사무원,교육·법률·사회복지·경찰·소방직 및 군인,CES,교육학
K000000857,사회복지사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사회학
K000000857,사회복지사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사학
K000000857,사회복지사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,교육학
K000001049,심리상담전문가,교육·법률·사회복지·경찰·소방직 및 군인,SCE,심리학
K000001049,심리상담전문가,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사학
K000001049,심리상담전문가,교육·법률·사회복지·경찰·소방직 및 군인,SCE,교육학
K000007526,청소년지도사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,심리학
K000007526,청소년지도사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,교육학
K000007565,직업상담사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,심리학
K000007565,직업상담사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사회학
K000007565,직업상담사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사학
K000007565,직업상담사,교육·법률·사회복지·경찰·소방직 및 군인,SCE,교육학
K000007502,보육교사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,수학
K000007502,보육교사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,사회학
K000007502,보육교사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,교육학
K000007502,보육교사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,사범대
K000007502,보육교사,교육·법률·사회복지·경찰·소방직 및 군인,SCA,음악학
K000007541,생활지도원,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사회학
K000007495,소방관,교육·법률·사회복지·경찰·소방직 및 군인,RCS,교육학
K000007521,경찰관,교육·법률·사회복지·경찰·소방직 및 군인,SCE,행정학
K000007521,경찰관,교육·법률·사회복지·경찰·소방직 및 군인,SCE,심리학
K000007521,경찰관,교육·법률·사회복지·경찰·소방직 및 군인,SCE,사학
